InfoCube,Version,Object Status,Content Release,Content Timestamp,Owner,BW Application,INFOAREA,Cube Type,Cube Sub Type
0TCT_C01,A,ACT,7.3/00,"2,00,90,81,21,00,131",SAP,BW,0BWTCT,B,F
0TCT_C01,D,ACT,7.3/00,"2,00,90,81,21,00,131",SAP,BW,0BWTCT,B,
0TCT_C01,M,ACT,7.3/00,"2,00,90,81,21,00,131",SAP,BW,0BWTCT,B,F
0TCA_VAL,D,INA,7.0/00,"2,00,50,11,81,25,128",SAP,BW,0TCA,V,C
0TCA_UA,D,INA,,0,SAP,BW,0TCA,V,C
0TCA_HIE,D,INA,7.0/00,"2,00,50,11,81,25,943",SAP,BW,0TCA,V,C
0TB_C01,D,INA,3.2/01,"2,00,30,40,41,35,327",SAP,BW,0TB_AM,B,
0SX_VC95,D,INA,7.0/05,"2,00,81,21,80,90,829",SAP,BW,0SEM_BCS_SX,V,C
0SX_VC93,D,INA,7.0/05,"2,00,81,21,10,93,245",SAP,BW,0SEM_BCS_SX,V,C
0SX_VC92,D,INA,7.0/03,"2,00,61,21,10,93,815",SAP,BW,0SEM_BCS_SX,V,C
0SX_VC03,D,INA,3.5/02,"2,00,40,21,20,82,209",SAP,BW,0SEM_BCS_SX,V,C
0SX_VC02,D,INA,7.0/03,"2,00,61,21,10,92,555",SAP,BW,0SEM_BCS_SX,V,C
0SX_VC01,D,INA,3.5/02,"2,00,40,21,20,82,040",SAP,BW,0SEM_BCS_SX,V,C
0SX_PCA2,D,INA,7.0/02,"2,00,50,40,81,25,117",SAP,BW,0SEM_BCS_SX,B,
0SX_PCA,D,INA,7.0/02,"2,00,50,40,81,24,103",SAP,BW,0SEM_BCS_SX,B,
0SX_C95,D,INA,7.0/05,"2,00,81,21,80,90,626",SAP,BW,0SEM_BCS_SX,B,
0SX_C93,D,INA,7.0/05,"2,00,81,21,10,92,908",SAP,BW,0SEM_BCS_SX,B,
0SX_C92,D,INA,7.0/02,"2,00,50,40,81,20,919",SAP,BW,0SEM_BCS_SX,B,
0SX_C03,D,INA,3.5/02,"2,00,40,21,20,82,003",SAP,BW,0SEM_BCS_SX,B,
0SX_C02,D,INA,3.5/02,"2,00,40,21,11,44,855",SAP,BW,0SEM_BCS_SX,B,
0SX_C01,D,INA,3.5/02,"2,00,40,21,11,74,423",SAP,BW,0SEM_BCS_SX,B,
0STBCSC01,D,INA,7.0/03,"2,00,60,20,91,31,223",SAP,BW,0SEM_STATISTICS,B,
0ST_MP02,D,INA,7.0/03,"2,00,60,20,91,31,533",SAP,BW,0SEM_STATISTICS,M,
0ST_MP01,D,INA,7.0/03,"2,00,60,20,91,31,411",SAP,BW,0SEM_STATISTICS,M,
0SSC_MC02,D,INA,7.0/03,"2,00,60,82,51,23,259",SAP,BW,0PA_SSC,M,
0SSC_MC01,D,INA,7.0/03,"2,00,60,82,51,22,845",SAP,BW,0PA_SSC,M,
0SSC_C02,D,INA,7.0/03,"2,00,60,82,51,22,944",SAP,BW,0PA_SSC,B,
0SSC_C01,D,INA,7.0/03,"2,00,60,72,01,20,456",SAP,BW,0PA_SSC,B,
0SRV_C01,D,INA,2.0/01,0,SAP,,0MMPUR,B,
0SRQ_C13,D,INA,,"2,01,21,02,60,40,118",SAP,BW,0CRM_SRV_REQ,B,
0SRQ_C12,D,INA,,"2,01,21,01,60,65,326",SAP,BW,0CRM_SRV_REQ,B,
0SRQ_C11,D,INA,7.0/05,"2,00,90,31,10,13,127",SAP,BW,0CRM_SRV_REQ,B,
0SRQ_C10,D,INA,7.0/05,"2,01,00,12,52,22,000",SAP,BW,0CRM_SRV_REQ,B,
0SRM_DBM1,D,INA,3.5/03,"2,00,40,82,60,91,652",SAP,BW,0SRM_DB,M,
0SRCMMP02,D,INA,7.0/03,"2,00,70,41,12,23,937",SAP,BW,0SRM_CM,M,
0SRCM_C02,D,INA,7.0/03,"2,00,70,22,10,04,318",SAP,BW,0SRM_CM,B,
0SRCM_C01,D,INA,7.0/03,"2,00,70,21,40,13,332",SAP,BW,0SRM_CM,B,
0SR_VE_M2,D,INA,7.0/02,"2,00,50,41,50,81,945",SAP,BW,0SRM_VE,M,
0SR_VE_M1,D,INA,7.0/02,"2,00,50,72,91,82,634",SAP,BW,0SRM_VE,M,
0SR_VE_C2,D,INA,7.0/03,"2,00,70,81,31,35,204",SAP,BW,0SRM_VE,B,
0SR_VE_C1,D,INA,3.5/03,"2,00,40,50,30,70,912",SAP,BW,0SRM_VE,B,
0SR_PO_C2,D,INA,7.0/06,"2,01,10,52,50,81,014",SAP,BW,0SRM_PROC_PO,B,
0SR_PO_C1,D,INA,7.0/06,"2,01,10,42,71,04,130",SAP,BW,0SRM_PROC_PO,B,
0SR_MP04,D,INA,7.0/03,"2,00,60,40,10,15,417",SAP,BW,0BBP_BID,M,
0SR_MP01,D,INA,7.0/06,"2,01,10,52,50,81,246",SAP,BW,0BBP_CONTR,M,
0SR_MC02,D,INA,7.0/06,"2,01,10,42,71,21,607",SAP,BW,0SRM_PROC,M,
0SR_MC01,D,INA,7.0/06,"2,01,10,52,51,00,603",SAP,BW,0SRM_PROC,M,
0SR_LAC1,D,INA,7.0/02,"2,00,50,40,12,11,453",SAP,BW,0SRM_LA,B,
0SR_IV_C2,D,INA,7.0/06,"2,01,10,52,50,80,917",SAP,BW,0SRM_PROC_IV,B,
0SR_IV_C1,D,INA,7.0/06,"2,01,10,42,71,05,516",SAP,BW,0SRM_PROC_IV,B,
0SR_FIC01,D,INA,7.0/02,"2,00,50,40,70,80,741",SAP,BW,0SRM_FI,B,
0SR_CF_C1,D,INA,7.0/06,"2,01,10,42,71,05,741",SAP,BW,0SRM_PROC_CF,B,
0SR_C02,D,INA,7.0/03,"2,00,70,82,51,52,727",SAP,BW,0SRM_PROC_ACC,B,
0SR_C01,D,INA,7.0/06,"2,01,10,52,50,91,040",SAP,BW,0SRM_PROC,B,
0SR_BIDC1,D,INA,3.5/02,"2,00,40,10,50,95,218",SAP,BW,0BBP_BID,B,
0SPP_VP01,D,INA,747,"2,01,40,72,41,02,541",SAP,BW,0SPL_SPPA,V,S
0SPL_VC33,D,INA,7.0/03,"2,00,51,00,50,94,838",SAP,BW,0SPL_SFA,V,S
0SPL_VC32,D,INA,7.0/03,"2,00,51,00,41,13,314",SAP,BW,0SPL_SFA,V,S
0SPL_VC31,D,INA,7.0/03,"2,00,50,92,00,92,609",SAP,BW,0SPL_SFA,V,S
0SPL_MC36,D,INA,7.0/02,"2,00,50,61,31,51,020",SAP,BW,0SPL_SFA,M,
0SPL_MC35,D,INA,7.0/02,"2,00,50,61,41,45,557",SAP,BW,0SPL_SFA,M,
0SPL_MC34,D,INA,7.0/02,"2,00,50,62,30,81,006",SAP,BW,0SPL_SFA,M,
0SPL_MC33,D,INA,7.0/02,"2,00,50,62,21,55,245",SAP,BW,0SPL_SFA,M,
0SPL_MC32,D,INA,7.0/02,"2,00,50,41,21,34,219",SAP,BW,0SPL_SFA,M,
0SPL_MC31,D,INA,7.0/03,"2,00,51,12,31,23,843",SAP,BW,0SPL_SFA,M,
0SPL_C33,D,INA,7.0/03,"2,00,80,11,71,24,335",SAP,BW,0SPL_SFA,B,
0SPL_C32,D,INA,7.0/02,"2,00,50,61,31,45,239",SAP,BW,0SPL_SFA,B,
0SPL_C31,D,INA,7.0/03,"2,00,80,11,70,90,215",SAP,BW,0SPL_SFA,B,
0SPL_C21,D,INA,3.5/03,"2,00,40,71,61,71,931",SAP,BW,0SPL_INB,B,
0SOP_MC01,D,INA,7.0/03,"2,00,71,01,91,33,425",SAP,BW,0SOP_PLANNING,M,
0SOP_C01,D,INA,7.0/03,"2,00,71,01,90,93,017",SAP,BW,0SOP_PLANNING,B,
0SMARTMP2,D,INA,7.1/00,"2,00,60,92,71,52,430",SAP,BW,0SMART,M,
0SMARTMP1,D,INA,7.1/00,"2,00,61,01,11,44,042",SAP,BW,0SMART,M,
0SMARTC02,D,INA,7.1/00,"2,00,60,92,71,51,208",SAP,BW,0SMART,B,
0SMARTC01,D,INA,7.1/00,"2,00,60,81,61,12,824",SAP,BW,0SMART,B,
0SLL_C03,D,INA,7.0/03,"2,00,51,20,91,22,509",SAP,BW,0SLL,B,
0SLL_C02,D,INA,3.5/03,"2,00,41,02,11,30,026",SAP,BW,0SLL,B,
0SLL_C01,D,INA,7.0/03,"2,00,60,11,91,72,014",SAP,BW,0SLL,B,
0SEMRA_M1,D,INA,3.2/01,"2,00,30,12,11,13,529",SAP,BW,0BA_SEM_RA,M,
0SEMRA_C6,D,INA,3.2/01,"2,00,30,12,11,12,841",SAP,BW,0BA_SEM_RA,B,
0SEMRA_C5,D,INA,3.2/01,"2,00,30,12,11,13,013",SAP,BW,0BA_SEM_RA,B,
0SEMRA_C3,D,INA,3.2/01,"2,00,30,12,11,11,841",SAP,BW,0BA_SEM_RA,B,
0SEMRA_C1,D,INA,3.2/01,"2,00,30,12,11,13,139",SAP,BW,0BA_SEM_RA,B,
0SEMPA_C1,D,INA,2.0/02,"2,00,00,33,01,95,102",SAP,BW,0BA_SEM_PA,B,
0SEMBPSPF,D,INA,3.0/01,"2,00,01,21,91,43,500",SAP,BW,0SEM_BPS,B,
0SEM_SRM5,D,INA,3.0/02,"2,00,20,30,10,81,024",SAP,BW,0SEM_SRM,B,
0SEM_SRM4,D,INA,2.1/01,"2,00,00,92,21,61,217",SAP,BW,0SEM_SRM,B,
0SEM_SRM2,D,INA,3.0/02,"2,00,20,30,10,81,929",SAP,BW,0SEM_SRM,B,
0SEM_SRM1,D,INA,3.0/01,"2,00,10,32,70,82,232",SAP,BW,0SEM_SRM,B,
0SEM_MC1,D,INA,3.0/01,"2,00,10,51,61,21,004",SAP,BW,0SEM_FSPL,M,
0SEM_MC02,D,INA,3.0/02,"2,00,20,30,11,65,545",SAP,BW,0SEM_SRM,M,
0SEM_MC01,D,INA,3.0/02,"2,00,20,30,11,21,710",SAP,BW,0SEM_SRM,M,
0SEM_FAGL,D,INA,747,"2,01,30,71,90,84,741",SAP,BW,0SEM_FAGL,B,
0SEM_C36,D,INA,3.0/01,"2,00,11,02,31,51,828",SAP,BW,0SEM_PPL,B,
0SEM_C35,D,INA,3.0/02,"2,00,20,51,01,53,100",SAP,BW,0SEM_PPL,B,
0SEM_C30,D,INA,3.0/01,"2,00,10,61,21,32,435",SAP,BW,0SEM_FSPL,M,
0SEM_C21,D,INA,3.0/02,"2,00,20,52,91,60,308",SAP,BW,0SEM_CCPL,B,
0SEM_C20,D,INA,3.0/01,"2,00,10,72,31,44,031",SAP,BW,0SEM_CCPL,B,
0SEM_C19,D,INA,3.0/01,"2,00,10,72,31,44,354",SAP,BW,0SEM_CCPL,B,
0SEM_C18,D,INA,3.0/02,"2,00,20,50,71,14,642",SAP,BW,0SEM_CCPL,B,
0SEM_C17,D,INA,3.0/01,"2,00,10,32,91,63,232",SAP,BW,0SEM_IM,B,
0SEM_C16,D,INA,3.0/01,"2,00,10,40,20,91,327",SAP,BW,0SEM_RP,M,
0SEM_C15,D,INA,3.0/01,"2,00,10,32,21,42,812",SAP,BW,0SEM_RP,B,
0SEM_C14,D,INA,3.0/01,"2,00,10,40,20,81,341",SAP,BW,0SEM_RP,B,
0SEM_C13,D,INA,3.0/01,"2,00,10,41,21,22,522",SAP,BW,0SEM_RP,B,
0SEM_C12,D,INA,3.1/01,"2,00,20,70,21,60,737",SAP,BW,0SEM_FSPL,B,
0SEM_C11,D,INA,3.0/01,"2,00,10,21,21,54,016",SAP,BW,0SEM_ITP,B,
0SEM_C10,D,INA,2.1/01,"2,00,00,82,30,75,522",SAP,BW,0SEM_PROF,B,
0SEM_C09,D,INA,2.1/01,"2,00,00,82,40,80,150",SAP,BW,0SEM_PROF,B,
0SEM_C07,D,INA,3.1/01,"2,00,20,82,01,55,244",SAP,BW,0SEM_RISK,B,
0SEM_C06,D,INA,7.0/03,"2,00,60,40,31,31,527",SAP,BW,0SEM_FSPL,B,
0SEM_C05,D,INA,3.0/02,"2,00,20,20,61,33,743",SAP,BW,0SEM_IM,B,
0SEM_C04,D,INA,2.1/01,"2,00,00,80,30,80,516",SAP,BW,0SEM_BENCH,B,
0SEM_C03,D,INA,3.0/01,"2,00,10,50,80,80,059",SAP,BW,0SEM_CCPL,B,
0SEM_C02,D,INA,3.1/01,"2,00,21,11,30,91,049",SAP,BW,0SEM_BSC,B,
0SEM_C01,D,INA,3.0/01,"2,00,10,72,41,42,931",SAP,BW,0SEM_BENCH,B,
0SD_MP04,D,INA,3.5/03,"2,00,60,32,40,95,417",SAP,BW,0SD_DLV,M,
0SD_MP03,D,INA,3.5/03,"2,00,60,32,40,95,236",SAP,BW,0SD_DLV,M,
0SD_MP02,D,INA,3.5/03,"2,00,60,12,01,32,512",SAP,BW,0SD,M,
0SD_MC01,D,INA,3.5/03,"2,00,40,42,10,82,126",SAP,BW,0SD,M,
0SD_C15,D,INA,3.5/03,"2,00,40,42,11,12,544",SAP,BW,0SD,B,
0SD_C14,D,INA,3.1/01,"2,00,20,80,71,12,120",SAP,BW,0SD_DLV,B,
0SD_C13,D,INA,3.1/01,"2,00,20,72,30,83,634",SAP,BW,0SD_DLV,B,
0SD_C12,D,INA,3.0/02,"2,00,20,40,81,11,514",SAP,BW,0SD_DLV,B,
0SD_C11,D,INA,7.0/03,"2,00,60,42,51,33,035",SAP,BW,0SD_DLV,B,
0SD_C10,D,INA,2.0/02,"2,00,00,30,30,93,944",SAP,BW,0SD,B,
0SD_C05,A,ACT,2.0/02,"2,00,00,22,81,72,947",SAP,BW,0SD,B,F
0SD_C05,D,ACT,2.0/02,"2,00,00,22,81,72,947",SAP,BW,0SD,B,
0SD_C05,M,ACT,2.0/02,"2,00,00,22,81,72,947",SAP,BW,0SD,B,F
0SD_C04,D,INA,2.1/01,"2,00,00,81,01,53,629",SAP,BW,0SD,B,
0SD_C03,D,INA,7.0/03,"2,00,70,13,00,85,352",SAP,BW,0SD,B,
0SD_C02,A,ACT,1.2/02,0,SAP,,0SD,B,F
0SD_C02,D,ACT,1.2/02,0,SAP,,0SD,B,
0SD_C02,M,ACT,1.2/02,0,SAP,,0SD,B,F
0SD_C01,D,INA,2.0/02,"2,00,00,30,21,02,342",SAP,BW,0SD,B,
0SCP_MP01,D,INA,7.0/03,"2,00,71,01,20,70,703",SAP,BW,0PA_SCP,M,
0SCP_C02,D,INA,7.0/03,"2,00,70,71,60,73,759",SAP,BW,0PA_SCP,B,
0SCP_C01,D,INA,7.0/03,"2,00,71,01,11,51,525",SAP,BW,0PA_SCP,B,
0SBSI_C01,D,INA,3.5/03,"2,00,61,00,80,75,800",SAP,BW,0SBS,B,
0SBO_MC21,D,INA,3.3/01,"2,00,30,62,50,61,035",SAP,BW,0SBO_FIGL,M,
0SBO_MC11,D,INA,3.3/01,"2,00,30,70,10,32,416",SAP,BW,0SBO_MMPUR,M,
0SBO_MC01,D,INA,3.3/01,"2,00,30,62,31,11,949",SAP,BW,0SBO_SD,M,
0SBO_C22,D,INA,3.3/01,"2,00,30,62,50,55,410",SAP,BW,0SBO_FIPCA,B,
0SBO_C21,D,INA,3.3/01,"2,00,30,62,50,53,634",SAP,BW,0SBO_FIGL,B,
0SBO_C11,D,INA,3.3/01,"2,00,30,63,00,73,939",SAP,BW,0SBO_MMPUR,B,
0SBO_C01,D,INA,3.3/01,"2,00,30,62,01,43,311",SAP,BW,0SBO_SD,B,
0SAL_MC01,D,INA,7.0/04,"2,00,81,11,01,60,325",SAP,BW,0DB,M,
0RTL_MC02,D,INA,3.1/01,"2,00,20,71,10,80,330",SAP,BW,0RT_RTL,M,
0RTL_MC01,D,INA,3.1/01,"2,00,20,71,10,80,221",SAP,BW,0RT_RTL,M,
0RTL_C04,D,INA,3.1/01,"2,00,20,70,21,14,626",SAP,BW,0RT_RTL,B,
0RTL_C03,D,INA,3.1/01,"2,00,20,70,21,14,427",SAP,BW,0RT_RTL,B,
0RTL_C02,D,INA,3.1/01,"2,00,20,70,21,14,237",SAP,BW,0RT_RTL,B,
0RTL_C01,D,INA,3.1/01,"2,00,20,71,21,31,305",SAP,BW,0RT_RTL,B,
0RT_C76,D,INA,3.1/01,"2,00,20,70,41,41,136",SAP,BW,0RT_AB,B,
0RT_C75,D,INA,3.1/01,"2,00,20,80,80,64,719",SAP,BW,0RT_AB,B,
0RT_C74,D,INA,3.0/02,"2,00,20,30,10,83,741",SAP,BW,0RT_AB,B,
0RT_C73,D,INA,3.0/02,"2,00,20,30,10,82,658",SAP,BW,0RT_AB,B,
0RT_C72,D,INA,3.0/02,"2,00,20,22,01,41,252",SAP,BW,0RT_AB,B,
0RT_C71,D,INA,3.1/01,"2,00,20,91,00,85,652",SAP,BW,0RT_AB,B,
0RT_C54,D,INA,2.1/01,"2,00,00,80,81,50,750",SAP,BW,0RT_FC,B,
0RT_C53,D,INA,2.1/01,"2,00,00,80,81,44,203",SAP,BW,0RT_FC,B,
0RT_C52,D,INA,2.1/01,"2,00,00,91,31,22,056",SAP,BW,0RT_FC,B,
0RT_C51,D,INA,2.1/01,"2,00,00,80,81,51,052",SAP,BW,0RT_FC,B,
0RT_C50,D,INA,2.1/01,"2,00,01,00,60,71,259",SAP,BW,0RT_FC,M,
0RT_C41,D,INA,7.0/02,"2,00,50,42,71,12,240",SAP,BW,0RT_ALL,M,
0RT_C40,D,INA,7.0/02,"2,00,50,42,71,12,240",SAP,BW,0RT_ALL,M,
0RT_C39,D,INA,2.1/01,"2,00,00,90,70,90,143",SAP,BW,0RT_STOCK,B,
0RT_C38,D,INA,2.1/01,"2,00,00,90,70,82,912",SAP,BW,0RT_STOCK,B,
0RT_C37,D,INA,2.1/01,"2,00,00,90,41,42,153",SAP,BW,0RT_STOCK,B,
0RT_C36,D,INA,2.1/01,"2,00,00,90,41,33,504",SAP,BW,0RT_STOCK,B,
0RT_C35,D,INA,7.0/03,"2,00,70,43,01,24,208",SAP,BW,0RT_STOCK,B,
0RT_C31,D,INA,2.1/01,"2,00,00,82,20,83,053",SAP,BW,0RT_SBA,B,
0RT_C30,D,INA,2.1/01,"2,00,00,82,20,82,538",SAP,BW,0RT_SBA,B,
0RT_C23,D,INA,2.0/02,"2,00,00,10,61,44,829",SAP,BW,0RT_MAP,M,
0RT_C22,D,INA,2.0/02,"2,00,00,42,81,60,134",SAP,BW,0RT_MAP,M,
0RT_C21,D,INA,2.0/02,"1,99,91,23,01,32,005",SAP,BW,0RT_MAP,M,
0RT_C20,D,INA,2.0/02,"1,99,91,23,01,31,330",SAP,BW,0RT_MAP,M,
0RT_C19,D,INA,2.0/02,"1,99,91,23,01,30,630",SAP,BW,0RT_MAP,M,
0RT_C18,D,INA,2.0/02,"1,99,91,22,91,80,333",SAP,BW,0RT_MAP,M,
0RT_C17,D,INA,2.0/02,"2,00,00,10,71,24,720",SAP,BW,0RT_MAP,B,
0RT_C16,D,INA,2.0/02,"2,00,00,10,71,24,720",SAP,BW,0RT_MAP,B,
0RT_C15,D,INA,2.0/02,"1,99,91,22,91,65,429",SAP,BW,0RT_MAP,B,
0RT_C14,D,INA,2.0/02,"1,99,91,22,91,65,041",SAP,BW,0RT_MAP,B,
0RT_C13,D,INA,2.0/02,"2,00,00,10,71,24,720",SAP,BW,0RT_MAP,B,
0RT_C12,D,INA,2.0/02,"1,99,91,23,01,05,150",SAP,BW,0RT_MAP,B,
0RT_C11,D,INA,2.0/02,"2,00,00,10,71,24,720",SAP,BW,0RT_MAP,B,
0RT_C10,D,INA,2.0/02,"1,99,91,22,91,54,349",SAP,BW,0RT_MAP,B,
0RT_C08,D,INA,2.1/01,"2,00,00,82,20,92,140",SAP,BW,0RT_SAU,M,
0RT_C07,D,INA,2.1/01,"2,00,00,82,20,83,942",SAP,BW,0RT_SAU,B,
0RT_C06,D,INA,2.0/02,"2,00,00,42,21,14,837",SAP,BW,0RT_SAU,B,
0RT_C05,D,INA,3.5/03,"2,00,40,72,21,03,925",SAP,BW,0RT_PUR,B,
0RT_C04,D,INA,3.5/03,"2,00,40,72,21,05,444",SAP,BW,0RT_LGA,B,
0RT_C03,D,INA,3.5/03,"2,00,40,72,21,04,034",SAP,BW,0RT_SAL,B,
0RT_C02,D,INA,3.5/03,"2,00,40,72,21,04,137",SAP,BW,0RT_SAL,B,
0RT_C01,D,INA,7.3/06,"2,01,11,20,21,22,601",SAP,BW,0RT_ALL,B,
0RSTT_C06,D,INA,7.0/00,"2,00,70,13,01,62,555",SAP,BW,0RSTT_OBJDYN,B,
0RSTT_C05,D,INA,7.0/00,"2,00,60,70,51,51,237",SAP,BW,0RSTT_TREQ,B,
0RSTT_C04,D,INA,7.0/00,"2,00,61,01,71,53,401",SAP,BW,0RSTT_COV,B,
0RSTT_C03,D,INA,7.0/00,"2,00,61,01,71,51,531",SAP,BW,0RSTT_TESTLOG,B,
0RSTT_C02,D,INA,7.0/00,"2,00,50,50,31,35,023",SAP,BW,0RSTT_TESTLOG,B,
0RSTT_C01,D,INA,7.4/00,"2,01,50,31,71,25,236",SAP,BW,0RSTT_TESTLOG,B,F
0RSL_MP01,D,INA,7.0/05,"2,00,90,32,61,61,633",SAP,BW,0RT_RSL,M,
0RSL_C02,D,INA,7.0/05,"2,00,90,32,61,61,329",SAP,BW,0RT_RSL,B,
0RSL_C01,D,INA,7.0/05,"2,00,90,32,61,61,003",SAP,BW,0RT_RSL,B,
0RPM_MP01,D,INA,3.5/03,"2,00,60,12,31,43,930",SAP,BW,0RPM,M,
0RPM_C06,D,INA,7.0/05,"2,00,91,00,51,13,121",SAP,BW,0RPM,B,
0RPM_C05,D,INA,7.0/05,"2,00,91,00,51,13,011",SAP,BW,0RPM,B,
0RPM_C04,D,INA,7.0/03,"2,00,51,21,52,11,849",SAP,BW,0RPM,B,
0RPM_C03,D,INA,7.0/05,"2,01,00,51,01,23,444",SAP,BW,0RPM,B,
0RPM_C02,D,INA,7.0/05,"2,01,00,51,01,23,113",SAP,BW,0RPM,B,
0RPM_C01,D,INA,7.0/05,"2,01,00,51,01,63,322",SAP,BW,0RPM,B,
0RPA_MC23,D,INA,7.0/03,"2,00,61,20,11,51,558",SAP,BW,0RT_FOUND_SALES,M,
0RPA_MC22,D,INA,7.0/03,"2,00,70,31,91,83,741",SAP,BW,0RT_FOUND_SALES,M,
0RPA_MC21,D,INA,7.0/06,"2,01,10,32,50,53,750",SAP,BW,0RT_FOUND_SALES,M,
0RPA_MC05,D,INA,3.5/03,"2,00,41,20,81,73,633",SAP,BW,0RPA_CAST,M,
0RPA_MC03,D,INA,7.0/05,"2,00,81,20,41,44,330",SAP,BW,0RPA_STMA,M,
0RPA_MC02,D,INA,7.0/05,"2,00,81,20,41,43,327",SAP,BW,0RPA_STMA,M,
0RPA_MC01,D,INA,7.0/05,"2,00,81,20,41,44,229",SAP,BW,0RPA_STMA,M,
0RPA_MBON,D,INA,7.0/05,"2,00,81,20,41,42,125",SAP,BW,0RPA_BON,M,
0RPA_C31,D,INA,7.0/03,"2,00,71,21,31,02,851",SAP,BW,0RPA_AFFIN_CEX,B,
0RPA_C30,D,INA,7.0/03,"2,00,71,21,30,94,315",SAP,BW,0RPA_AFFIN_CEX,B,
0RPA_C22,D,INA,7.0/03,"2,00,70,31,91,83,246",SAP,BW,0RT_FOUND_SALES,B,
0RPA_C21,D,INA,7.0/06,"2,01,10,32,50,53,327",SAP,BW,0RT_FOUND_SALES,B,
0RPA_C06,D,INA,7.0/05,"2,00,81,20,41,42,844",SAP,BW,0RPA_STMA,B,
0RPA_C05,D,INA,7.0/06,"2,01,10,32,50,51,349",SAP,BW,0RPA_CAST,B,
0RPA_C03,D,INA,7.0/05,"2,00,81,20,41,42,450",SAP,BW,0RPA_STMA,B,
0RPA_C02,D,INA,7.0/05,"2,00,81,20,41,42,707",SAP,BW,0RPA_STMA,B,
0RPA_C01,D,INA,7.0/05,"2,00,81,20,41,42,623",SAP,BW,0RPA_STMA,B,
0RPA_BONI,D,INA,7.0/05,"2,00,81,20,41,41,804",SAP,BW,0RPA_BON,B,
0RP_RC17,D,INA,7.4/07,"2,01,30,12,32,10,318",SAP,BW,0TI_RT_RP_MP,B,
0RP_RC16,D,INA,7.4/07,"2,01,30,10,81,84,648",SAP,BW,0TI_RT_RP_MP,B,
0RP_RC15,D,INA,7.4/07,"2,01,30,10,90,83,909",SAP,BW,0TI_RT_RP_MP,B,
0RP_RC12,D,INA,7.4/07,"2,01,30,12,51,80,403",SAP,BW,0TI_RT_RP_MP,B,
0RP_RC09,D,INA,7.4/07,"2,01,30,13,01,81,025",SAP,BW,0TI_RT_RP_MP,B,
0RP_RC08,D,INA,7.4/07,"2,01,20,11,11,55,940",SAP,BW,0TI_RT_RP_MP,B,
0RP_RC07,D,INA,7.4/07,"2,01,30,10,71,04,359",SAP,BW,0TI_RT_RP_FP,B,
0RP_RC06,D,INA,7.4/07,"2,01,30,10,31,34,555",SAP,BW,0TI_RT_RP_FP,B,
0RP_RC05,D,INA,7.4/07,"2,01,30,10,31,35,930",SAP,BW,0TI_RT_RP_FP,B,
0RP_RC04,D,INA,7.4/07,"2,01,11,21,30,82,248",SAP,BW,0TI_RT_RP_FP,B,
0RP_RC03,D,INA,7.4/07,"2,01,11,21,30,82,537",SAP,BW,0TI_RT_RP_FP,B,
0RP_RC02,D,INA,7.4/07,"2,01,30,21,51,70,518",SAP,BW,0TI_RT_RP_FP,B,
0RP_RC01,D,INA,7.4/07,"2,01,30,10,71,03,233",SAP,BW,0TI_RT_RP_FO,B,
0RP_MP18,D,INA,7.4/07,"2,01,30,12,51,91,652",SAP,BW,0TI_RT_RP_MP,M,
0RP_MP16,D,INA,7.4/07,"2,01,30,12,41,75,406",SAP,BW,0TI_RT_RP_MP,M,
0RP_MP15,D,INA,7.4/07,"2,01,30,12,41,75,427",SAP,BW,0TI_RT_RP_MP,M,
0RP_MP12,D,INA,7.4/07,"2,01,30,12,51,91,728",SAP,BW,0TI_RT_RP_MP,M,
0RP_MP09,D,INA,7.4/07,"2,01,30,20,41,95,955",SAP,BW,0TI_RT_RP_FP,M,
0RP_MP08,D,INA,7.4/07,"2,01,30,10,40,90,033",SAP,BW,0TI_RT_RP_FP,M,
0RP_MP07,D,INA,7.4/07,"2,01,30,10,40,90,122",SAP,BW,0TI_RT_RP_FP,M,
0RP_MP06,D,INA,7.4/07,"2,01,30,10,40,90,324",SAP,BW,0TI_RT_RP_FP,M,
0RP_MP05,D,INA,7.4/07,"2,01,30,10,40,90,403",SAP,BW,0TI_RT_RP_FP,M,
0RP_MP02,D,INA,7.4/07,"2,01,30,10,40,90,459",SAP,BW,0TI_RT_RP_FP,M,
0RP_MP01,D,INA,7.4/07,"2,01,30,10,71,04,756",SAP,BW,0TI_RT_RP_FO,M,
0RP_C16,D,INA,7.4/07,"2,01,30,10,81,84,110",SAP,BW,0TI_RT_RP_MP,B,
0RP_C15,D,INA,7.4/07,"2,01,30,10,90,75,453",SAP,BW,0TI_RT_RP_MP,B,
0RP_C12,D,INA,7.4/07,"2,01,30,10,81,81,258",SAP,BW,0TI_RT_RP_MP,B,
0RP_C08,D,INA,7.4/07,"2,01,20,11,21,43,549",SAP,BW,0TI_RT_RP_FO,B,
0RP_C07,D,INA,7.4/07,"2,01,11,23,01,31,416",SAP,BW,0TI_RT_RP_FP,B,
0RP_C06,D,INA,7.4/07,"2,01,30,10,31,34,147",SAP,BW,0TI_RT_RP_FP,B,
0RP_C05,D,INA,7.4/07,"2,01,30,10,31,35,626",SAP,BW,0TI_RT_RP_FP,B,
0RP_C04,D,INA,7.4/07,"2,01,11,21,30,82,135",SAP,BW,0TI_RT_RP_FP,B,
0RP_C03,D,INA,7.4/07,"2,01,11,21,30,82,045",SAP,BW,0TI_RT_RP_FP,B,
